D
>>>>>>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
G4 Dock:_B4.44_C2.79_F8127
=DOCK TIME (yy-mm-dd hh:mm):22-02-24 13:36:51
Counter log start
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

System check...
*****V9.4d S/N210914 (c) 2001-2018*****
TRAFx Research Ltd. www.trafx.net
Fx:F6E0R1M3T2T_c26f26L33LN4P0A0E2_m064I2_d

Sets:N:H:001:030:E:060:000:F:Y:F:016:000:Y:000

  *Serial Number  :2111Tv
  *Counter name   :Front GateGate      
  *Mode           :Infrared (IR+)
  *Batt. voltage  :4.5
  *Stored records :00285

=TIME (yy-mm-dd hh:mm):22-02-24,13:35:56
=START(yy-mm-dd hh:mm):22-02-12,18:00
PERIOD (1/24/0=Timestamps) :001
DELAY     (see manual)     :030

22-02-12,18:00,00000,00000
22-02-12,19:00,00000,00000
22-02-12,20:00,00000,00000
22-02-12,21:00,00000,00000
22-02-12,22:00,00000,00000
22-02-12,23:00,00000,00000
22-02-13,00:00,00000,00000
22-02-13,01:00,00000,00000
22-02-13,02:00,00000,00000
22-02-13,03:00,00000,00000
22-02-13,04:00,00000,00000
22-02-13,05:00,00000,00000
22-02-13,06:00,00000,00000
22-02-13,07:00,00002,00000
22-02-13,08:00,00005,00000
22-02-13,09:00,00012,00000
22-02-13,10:00,00010,00000
22-02-13,11:00,00009,00000
22-02-13,12:00,00019,00000
22-02-13,13:00,00010,00000
22-02-13,14:00,00003,00000
22-02-13,15:00,00000,00000
22-02-13,16:00,00004,00000
22-02-13,17:00,00000,00000
22-02-13,18:00,00000,00000
22-02-13,19:00,00000,00000
22-02-13,20:00,00000,00000
22-02-13,21:00,00000,00000
22-02-13,22:00,00000,00000
22-02-13,23:00,00000,00000
22-02-14,00:00,00000,00000
22-02-14,01:00,00000,00000
22-02-14,02:00,00000,00000
22-02-14,03:00,00000,00000
22-02-14,04:00,00000,00000
22-02-14,05:00,00000,00000
22-02-14,06:00,00000,00000
22-02-14,07:00,00001,00000
22-02-14,08:00,00008,00000
22-02-14,09:00,00018,00000
22-02-14,10:00,00016,00000
22-02-14,11:00,00009,00000
22-02-14,12:00,00014,00000
22-02-14,13:00,00011,00000
22-02-14,14:00,00014,00000
22-02-14,15:00,00021,00000
22-02-14,16:00,00005,00000
22-02-14,17:00,00020,00000
22-02-14,18:00,00000,00000
22-02-14,19:00,00000,00000
22-02-14,20:00,00000,00000
22-02-14,21:00,00000,00000
22-02-14,22:00,00000,00000
22-02-14,23:00,00000,00000
22-02-15,00:00,00000,00000
22-02-15,01:00,00000,00000
22-02-15,02:00,00000,00000
22-02-15,03:00,00000,00000
22-02-15,04:00,00000,00000
22-02-15,05:00,00000,00000
22-02-15,06:00,00000,00000
22-02-15,07:00,00001,00000
22-02-15,08:00,00015,00000
22-02-15,09:00,00009,00000
22-02-15,10:00,00011,00000
22-02-15,11:00,00022,00000
22-02-15,12:00,00008,00000
22-02-15,13:00,00013,00000
22-02-15,14:00,00015,00000
22-02-15,15:00,00024,00000
22-02-15,16:00,00039,00000
